"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 0 367.15740625
"3" 0 0 345.340980000002
"4" 0 0 228.444967999999
"5" 0 0 390.463150250001
"6" 0 0 359.670296249999
"7" 0 0 334.821698
"8" 0 0 379.1238685
"9" 0 0 316.153912250001
"10" 0 0 461.589908000001
"11" 0 0 307.213226500002
"12" 0 0 249.592312249998
"13" 0 0 336.996828500001
"14" 0 0 320.978324250001
"15" 0 0 171.411241
"16" 0 0 283.07563525
"17" 0 0 307.823264999999
"18" 0 0 176.004094500001
"19" 0 0 236.636220500001
"20" 0 0 400.85220925
"21" 0 0 420.83009525
"22" 0 0 216.767504
"23" 0 0 223.620165250001
"24" 0 0 504.325006249998
"25" 0 0 195.253474000001
"26" 0 0 282.110868999999
"27" 0 0 167.121159249999
"28" 0 0 295.629490000002
"29" 0 0 120.054346000002
"30" 0 0 122.50877225
"31" 0 0 295.170553
"32" 0 0 269.132041000002
"33" 0 0 317.305380249999
"34" 0 0 226.117528249997
"35" 0 0 205.976378500002
"36" 0 0 540.844111250001
"37" 0 0 185.605682
"38" 0 0 369.823180249999
"39" 0 0 224.776723249999
"40" 0 0 358.20516425
"41" 0 0 493.842951999999
"42" 0 0 273.339452500001
"43" 0 0 202.431180249999
"44" 0 0 185.3305565
"45" 0 0 117.4673965
"46" 0 0 368.981488999999
"47" 0 0 176.659122249998
"48" 0 0 361.652461249998
"49" 0 0 243.4696105
"50" 0 0 139.38408425
"51" 0 0 225.624464
"52" 0 0 113.32331825
"53" 0 0 218.0103865
"54" 0 0 310.674836249999
"55" 0 0 455.103782500001
"56" 0 0 266.327520500001
"57" 0 0 309.258930500001
"58" 0 0 322.167174249999
"59" 0 0 223.516134250002
"60" 0 0 315.255413249997
"61" 0 0 317.429482500002
"62" 0 0 267.02727025
"63" 0 0 296.227585000001
"64" 0 0 257.563032250001
"65" 0 0 219.129258499997
"66" 1 209.35528 233.669996206188
"67" 1 235.066106249999 259.290545862288
"68" 1 242.9785745 274.243741655801
"69" 1 264.762389250001 273.503811651693
"70" 1 265.498128999999 285.669057536231
"71" 1 295.231016250001 332.167855796076
"72" 1 299.5731125 346.362927680733
"73" 1 321.966381250001 618.768846969748
"74" 1 336.956706249999 357.658276826657
"75" 1 338.893314499999 659.220621912113
"76" 1 347.594574499999 613.0772065228
"77" 1 347.77262525 389.27711603114
"78" 1 349.907946250001 485.241245281085
"79" 1 360.733146249998 576.022559069983
"80" 1 371.977592499999 468.318758096027
"81" 1 378.502435250002 656.482595941274
"82" 1 380.813600000001 392.556672991736
"83" 1 385.63082725 439.115524789273
"84" 1 387.461244249998 626.554313998972
"85" 1 391.830331249998 722.027040995372
"86" 1 391.937746249999 763.329787420662
"87" 1 394.78276525 453.850224500555
"88" 1 395.946276249999 424.233680416955
"89" 1 397.106851249999 406.791256977243
"90" 1 401.495952500001 420.80536604508
"91" 1 402.645826249997 447.049385930681
"92" 1 405.406156999999 416.194888477399
"93" 1 417.241904499997 966.175072503072
"94" 1 417.95867125 455.733416399418
"95" 1 424.45820125 766.33983117111
"96" 1 424.980362250003 437.090421840618
"97" 1 425.38501925 452.091164430505
"98" 1 429.613490500001 436.100991438025
"99" 1 431.53509925 541.279488079957
"100" 1 436.82755525 530.352769077318
"101" 1 445.913724249998 732.257034713792
"102" 1 447.577512999999 892.46596110575
"103" 1 448.2692105 681.767226909166
"104" 1 456.520890250001 463.639971988432
"105" 1 456.904138000002 540.677796092935
"106" 1 460.326559999998 729.081473652092
"107" 1 471.465122499999 498.248362914855
"108" 1 474.741392 510.942165510688
"109" 1 493.623637000002 520.482474138047
"110" 1 511.179806499999 1047.58450353448
"111" 1 522.222812500003 890.166480633986
"112" 1 524.99728625 546.050417549488
"113" 1 538.848425 675.452829562433
"114" 1 557.651086249999 728.480306749458
"115" 1 566.035975250002 852.381487896509
"116" 1 568.012818249999 707.876019304074
"117" 1 572.883785000001 574.547917923737
"118" 1 597.4277665 627.105351148171
"119" 1 604.570850000002 608.967018606969
"120" 1 612.125010249999 615.60584721834
"121" 1 621.6595145 662.001020520966
"122" 1 661.465141250002 672.295676789564
"123" 1 678.470728000001 723.001223812612
"124" 1 693.597912500001 730.97474297097
"125" 1 704.5346605 903.229367176904
"126" 1 707.135767250002 933.751231472269
"127" 1 707.451512499998 880.424978077297
"128" 1 722.501506249998 744.028906192173
"129" 1 726.16467025 726.166985069224
"130" 1 731.340212500001 780.64153452831
"131" 1 735.892254500001 753.091102957964
"132" 1 736.553833 788.397867319433
"133" 1 742.369588 764.929993397167
"134" 1 757.626513999999 813.286845007323
"135" 1 774.248311250001 782.777414649256
"136" 1 775.310487250001 821.487855902951
"137" 1 798.299102500001 799.602346942399
"138" 1 826.431682000003 901.366676160186
"139" 1 860.421282249999 863.174068669993
"140" 1 949.216608499999 959.354163583893
"141" 1 1019.62210900001 1019.63744603336
"142" 1 1054.905589 1064.48409458833
"143" 1 1067.92587325 1328.55067560602
"144" 1 1121.670845 1219.25350335723
"145" 1 1126.101925 1127.33861418961
"146" 1 1129.88253625 1225.27442175646
